,Dates,801950.SI,801780.SI,801710.SI,801110.SI,801790.SI,801010.SI,801020.SI,801180.SI,801760.SI,801200.SI,801740.SI,801230.SI,801960.SI,801050.SI,801030.SI,801770.SI,801150.SI,801080.SI,801730.SI,801210.SI,801130.SI,801140.SI,801120.SI,801040.SI,801890.SI,801970.SI,801170.SI,801160.SI,801980.SI,801750.SI,801720.SI,801880.SI
0,2002-3-14,1.0377262834016592,1.0126620559076445,1.025142960878642,1.0292043958092973,1.0095866427534375,1.029482702425851,1.023449096585965,1.0311454370445066,1.027189984254388,1.0341587839728774,1.0434509440825368,1.033290803630408,1.0240756663800517,1.0348889169933815,1.0327726218097448,1.0204666190929272,1.0291691287631706,1.0272818303765423,1.0312856210090635,1.0349920613406651,1.0236959761549924,1.0352986390181549,1.0243052544444007,1.0237739346198114,1.0289030973219433,1.0317524216882628,1.0241715273626215,1.0300164198110047,1.0341781060021535,1.0195138163517234,1.0349915881086873,1.0326144177269525
1,2002-3-15,0.9708892426654537,0.978147681680668,0.9699663538161857,0.9710468210383287,0.9689965105213069,0.9696791526082984,0.9692237482886454,0.9658761733306663,0.9789509103824726,0.9701009007615883,0.9630169545238472,0.9716875383133373,0.9752664759709117,0.9706378367809163,0.9693986440405986,0.9735530929186781,0.9788382670941765,0.9692586393982306,0.968837189337683,0.9677325211586959,0.97715096811763,0.9705450378476089,0.97774151837941,0.9724053349685727,0.9742009423150388,0.9690784500207282,0.97130326407623,0.9742987043619004,0.9697799494966056,0.9771573604060914,0.9751180530330548,0.9684392156862746
2,2002-3-18,1.0009977182617145,1.037698781426713,1.00208127943915,0.9988572494694372,1.00704947729108,1.0031996567132158,0.9972780866626246,1.0083452862172382,0.9915979223953559,1.0034351388401823,1.0039160194813743,1.002622637598349,0.9987086136201135,0.9983212885788868,0.9984025955752724,0.9974161495640376,1.0031385215430555,0.9975807140214226,0.9984050330069558,1.0049257274533911,1.0042311961323291,1.0034755712242656,1.0043294814068453,1.002094547420103,1.0043919272194919,1.0047644211815427,1.000950168918919,1.0037148032823833,0.9824155014118324,0.9894674133206244,1.0095734773700875,1.0029317438206615
3,2002-3-19,1.0270675518729742,1.007278634840228,1.0249174075693532,1.0185617557786597,1.0204802565991937,1.0291792973907867,1.0244994049774925,1.0220445607442512,1.0225697119087969,1.025854057617614,1.0205526600452355,1.0218071336113907,1.0222303393359389,1.0275855690732223,1.0285340053718872,1.0223847007871654,1.0273609550135172,1.0265815802487923,1.0264588418016418,1.0257083057603227,1.0260887626197064,1.027368543161593,1.0221576034988167,1.0203323294526603,1.0242061426340447,1.0253955002713195,1.0266119283100614,1.020709271765528,1.0461163795328987,1.0230113431110468,1.0226182569552063,1.0175632681406352
4,2002-3-20,1.0091813571193493,0.9979553738110055,1.0097649421984156,1.0085157593123208,1.0198780979888291,1.0180972172027467,1.0107194262771142,1.011283203953587,1.011111111111111,1.0127444755872834,1.0169910708550138,1.014180903284832,1.0123349150991938,1.0128702340042546,1.0136374627226565,1.0095091814473132,1.0176439717045984,1.010125714497466,1.0099000270197243,1.0029107495180007,1.006152133366106,1.0104767358394697,1.0117319592371925,1.004515551117507,1.009148665819568,1.0066516319701695,1.0103214181280773,1.0092971334517544,1.0075432895981573,1.0052261732405805,1.008037163990619,1.007642068675454
5,2002-3-21,0.9993979379374357,0.9941207910208445,1.0102925211982514,1.0005682270180583,0.9972304937217582,1.0013577913261096,1.0000687061997977,1.001442502299908,0.9908735332464147,1.0007033639143732,1.0070113381549444,1.0043977586176986,1.0136318070792212,1.004661006680507,1.0033157869626756,1.002161083061179,1.0002542237459504,1.0022744781540043,0.9999892980597382,0.9982272023457779,0.9978085459522766,1.0039030074707873,0.9996816807257679,1.0012206620812654,1.0034248300176276,1.0023130924266441,1.0087375527030091,1.0015581228252883,1.0032657859930438,1.0055854146906944,0.994970962228526,1.0051820816532258
6,2002-3-22,0.9880686429545588,0.9798643113159242,0.9917522899012017,0.9886646297831743,0.9792232198788892,0.9912262044028503,0.9882832749370756,0.987469776807696,0.9911654135338345,0.9890214833603275,0.9874549161047514,0.9909061860388797,0.9926733293867744,0.9895151563881965,0.9949436911054931,0.9876900166324992,0.987698697979072,0.9898795798104023,0.9890517979452055,0.9900112401648558,0.9965219770724121,0.9961439690881482,0.9900152387017536,0.9908963483187081,0.990839732971942,0.9920116194626,0.9896088588355719,0.9914557472190876,0.9850588369329927,0.9832669601061972,0.9941451042818984,0.9914207812965199
7,2002-3-25,1.000685911712154,1.0052516754412322,1.0079356248060019,1.0006088804641278,1.004264846998614,1.004273733526456,1.0003728584338683,1.0064078710388045,0.99036601555092,1.0052218917770654,1.0040336668254723,1.0012201499041309,1.0010594037871932,1.0042172492808736,1.0056475573716952,0.9993244500141965,1.005322942322538,1.0012756752759342,1.0134931884826386,1.0059417031873263,1.007103165714038,1.0073189030424927,1.0062488513140968,1.0064171044197714,1.0041792254502164,1.0083048641613794,1.0022724423269809,1.0030162601626016,1.0084678551955455,1.0011250458900298,1.0013389060775477,1.0033270375141259
8,2002-3-26,0.984624107233524,0.9785052437328621,0.9831206712220518,0.9807917518197892,0.9797643061896167,0.982105338128984,0.9852428362055895,0.988375102605249,0.9819233273333077,0.9852610062168125,0.9887068201948628,0.9819289693593315,0.9800958762019568,0.9859287130315169,0.9800633663366336,0.976222200450671,0.9821557858401772,0.981313933306252,0.9920460368978476,0.9814299258099953,0.9860086674511379,0.9847158285066834,0.9870700152207001,0.9869182003191755,0.9872622710992283,0.9846322633731577,0.9847857019999061,0.9822891927600489,0.9858606876326073,0.9825163244061702,0.9829246697866036,0.9854993698802774
9,2002-3-27,1.0045120536289802,1.0030546517033003,1.0055555883900023,0.998478197249049,1.0050062849464696,1.004432800913755,1.0039497307001797,1.005693763794845,1.0030422403369867,1.0075577359550123,1.01065429531275,1.0023846672103827,1.0032607762935843,1.003602908589531,1.007095924288589,1.0001806449023012,1.0043931823766372,0.9983724080833929,1.0030026151809641,1.0093993897296718,1.0030708329088502,1.0086256839394916,1.0030994363960186,1.0106516337202833,1.0030913875475844,1.0020892049551025,1.004946014607812,1.0045632333767929,1.006788815488803,0.994052348960967,1.0015993235045406,1.0031969564974144
10,2002-3-28,0.9991700889801506,1.001377027474346,0.9991947760360645,1.0015827422474939,0.996722230608328,0.9957492125664468,1.0064952483139178,1.0005430901083205,0.9945172454018741,1.0003638277778637,0.9978789413701405,1.001061261309066,1.000919458303635,0.9983235883387169,0.9998876503679451,1.0017659866948956,0.9997850084143257,1.000339241794589,0.997489216506792,1.001427920401033,1.00076898522968,0.9998962920416109,1.001829319846583,0.9926239073474691,1.0010442667210024,0.9956667838542732,0.9991863046380636,1.0000657143561225,1.0022614351034154,0.9936776318976793,0.9991740846104431,1.0002788422469904
11,2002-3-29,0.9712115633268542,0.9747848047706569,0.9702121151515866,0.9600842795270983,0.9638908721144068,0.9661204365007433,0.9705063042140196,0.9691424577474738,0.9702064435408195,0.9704013804950901,0.9643412328289078,0.9705635507496045,0.9773764678235977,0.9690448885976409,0.9694535181424915,0.96731672626381,0.9719116120421178,0.964316329894965,0.9701820059377824,0.9785358898125114,0.9723740485683219,0.9653978410550585,0.9746050743818138,0.9683169927391567,0.9763122407958681,0.9780753976400259,0.9710863377609109,0.9773053956154977,0.9756414901676604,0.9632992857316984,0.9778196179279942,0.9661420583971837
12,2002-4-1,0.9938459368194602,1.0022517023412278,1.0104342237689312,1.0027310412094612,1.0024914706410486,1.0049346117042235,1.0031318447808035,1.0054626780932798,0.992907229789635,1.0072804695225033,1.0078626180215153,1.0038139103048398,0.9993588435869788,1.00563816028605,1.0056295584935964,1.0002588688466876,1.0050506591796875,1.0015825412486445,0.9979931701259536,1.0038444248089413,1.0055464853621987,1.0076858233748203,1.0017397328211224,1.0056429013217676,1.0060981966016886,1.0007975753708727,1.00184004624541,1.0038492570429638,1.0019412886780668,0.9907378117447585,1.0082844127177946,1.0055810655960693
13,2002-4-2,0.9760119940029985,0.983962213079255,0.9861813643427598,0.9829410048149408,0.9725499854465666,0.9813760268857356,0.9858105641881323,0.9822359234191269,0.9892036691289877,0.9825201675150612,0.9840383862122993,0.9793525571273123,0.9916669096847569,0.9760607894559882,0.9872973796214733,0.9826292197641798,0.9869130216952343,0.9712276526641243,0.9847907477974913,0.9895455317571844,0.9875521748478311,0.9780205360364794,0.9857841134127558,0.9847456340167047,0.9855721908511631,0.9780128517020955,0.9833724776308624,0.9880946400763551,1.0044563129696398,0.973320221203336,0.9816296682720523,0.9834563043121822
14,2002-4-3,1.0059535171197702,1.0159690796803433,1.0018131373360266,1.000989596862978,1.0094389575707348,1.0050606420927466,1.0098117648614517,1.001204136012989,1.0,1.0039078551918073,0.995322917703254,1.0025369665657435,1.0099249380610347,1.0051584567688598,1.0075128410379561,1.0056678711770841,1.0046073378970848,1.0046897438214886,1.0100291058414748,1.0062343945068664,1.005465301342302,1.0011068996746386,1.0025748746442606,1.0043410876622123,1.0056243265263214,1.004743320324227,1.005024668809864,1.0074224707676664,1.0057784077090166,1.0011415824694923,1.0038718861209963,1.004376385855521
15,2002-4-4,1.0296817680756094,1.020172208382974,1.0257874087480414,1.0258770900013592,1.044655278582343,1.0292739714358727,1.0259737708782108,1.0304939555238286,1.0345478417856555,1.0290463425205068,1.0369259481437045,1.0300433148314045,1.0284266693843678,1.037911565383528,1.0268975163247234,1.034339349877958,1.0238804370296075,1.034684045339144,1.0286046173950922,1.0301336083561443,1.0266777170504435,1.0304060845674463,1.0231779654278579,1.0279761082193253,1.0260565036719547,1.0270962454540795,1.0243892411048343,1.025526510563854,1.023431115854777,1.0401719595790135,1.0255806698618872,1.0278370280611189
16,2002-4-5,1.0003948788599408,1.0012607160867373,1.0032918886915334,0.9935794735891105,1.0049776225302913,0.9959540229885057,1.000082962130978,0.9984112402867298,0.9930197509320219,0.9993916373534664,1.0023462107090058,0.9984488478436295,0.9984427645176817,0.9942134979858681,0.9953416774796703,0.9870261401500956,0.9965302703996173,0.9935179102747401,0.998284324371281,0.9986600925891076,0.9913021344678375,0.9987155933470986,0.9969148514543716,0.9994099986556931,0.999872643912379,1.0021942948334333,0.9986915722805977,0.9932092740976454,0.9917791031156303,0.9858496509664575,0.9970227396325895,0.9936047028044024
17,2002-4-8,1.0006754148977228,1.0066269930681653,1.0056474837125862,0.9963628428020659,1.0208111572133036,0.995697534853661,0.9930572837899063,1.0082279387919788,0.9985621854780734,1.0024895617902994,1.004200468143778,1.0006196287615508,1.0050547300362977,0.9985636359107628,1.0032388401713346,0.9971782137580036,1.003796974426702,0.9972580096261365,0.9984227815606848,1.004620591405549,1.002560359183913,0.9984290551540016,1.0014499080165884,1.0037662813202908,1.0048146732900267,1.002512937898089,1.0035606925265643,1.0009826346168138,1.0031546000476474,0.9955137463413387,0.9993158663535676,0.9980170501182455
18,2002-4-9,1.0147439100288393,0.9892427813401099,1.0147171870690617,1.0271470638339295,1.0124917537400777,1.016885501279626,1.01658495209577,1.0224627490874274,1.019358451323894,1.0307191679511731,1.021648892010984,1.0221043562543752,1.0071806953565305,1.016288351209778,1.0164889710333251,1.0184809787921507,1.0175450399940196,1.0237805056404354,1.0208412772772337,1.0204756902761105,1.0193036631591272,1.0223457766400625,1.013793103448276,1.0143087929840757,1.0150086198154347,1.0175547448274722,1.0210480790023786,1.0167956311560606,1.028146522426317,1.0208376129827446,1.0183362320985827,1.0175318594519767
19,2002-4-10,1.0328688786572566,0.9999201405526273,1.0005840817483127,1.0072856076670655,1.0026693009374081,1.0096202069940272,1.0251194660059164,1.0039139372745827,1.0114180334301184,1.001820241691843,1.016252031503938,1.012002915119107,1.0020940281678303,1.004548838655311,1.0030648542209235,1.0025864594804854,1.0056789379724795,1.0106188453553266,1.0132868028430557,1.0021542692027734,1.009655697220308,1.0036920672386846,1.0036624130464826,1.0021652170721862,1.0025477070636426,1.0044796383769237,1.0050907949954897,1.011739603108926,1.0057667187051964,1.014828136987335,1.0099841924523503,1.0095792186174555
20,2002-4-11,0.9864094071992506,0.9880201261880042,0.9836957149957809,0.9865926518323376,0.9705062362435803,0.9845285404624277,0.9885742825784015,0.9842085319108623,0.9851417930713428,0.9819738994730136,0.9800405953991881,0.9827167349205249,0.9841773478886824,0.9818707496844077,0.9809942214834164,0.9893483014722925,0.981744466359851,0.9846772901608601,0.9852233351238059,0.9823553579551291,0.9850257037421519,0.9792558812079416,0.9853196551381207,0.9848322835799033,0.9867955553340974,0.9903198653198653,0.9817768898184713,0.9841546048674873,0.9903145590471363,0.9767257404882885,0.9806517769602332,0.9830843010582221
21,2002-4-12,0.9975666211644607,1.0076253603858485,1.0012220844765893,1.0053642952508106,1.0053998012873127,1.0030365022429755,0.9958584125994074,1.0053828326879364,1.000275655666693,1.003831094049904,1.0048012050083157,1.0013596553185478,1.0105665307977445,1.0026128285735616,1.00745588199695,0.9994295958279009,1.0048738382778608,1.0069671072149755,1.0100594372701617,1.0028305339178623,1.0053921391706067,1.0032777309015382,1.0044565217391304,1.0081728874313038,1.0049737426782468,1.0086223805943313,1.0045151392300415,1.0124664912123458,1.006877304096794,1.0012815307313607,1.006118031223056,1.003459091605454
22,2002-4-15,0.9922910858774734,0.9867632901914644,0.9996420376858031,1.0068533757025302,0.9807080862765317,0.9931405366844098,0.9874922492029989,0.9982251483952691,0.9885831266485572,0.9970324820839929,1.0020612117426608,0.9935724488176481,0.9973719345091702,0.9937869186094611,0.9950581884295931,0.9950163065633917,0.9973194318972793,0.9945922314410894,0.9995554849976186,1.0005362090023533,0.9983127755201677,0.9984150088953584,0.9969236477190162,0.9973371297061252,0.9984926516769249,0.9984361199568922,0.9939620312265068,0.9931755446285581,1.0003256320040665,0.998289255255788,0.9898713635824922,0.9985616713539575
23,2002-4-16,0.9930877352268542,0.9897834747025827,0.9957616173949797,1.0008007913702954,0.9942168674698796,0.9955427855748332,0.9927630911305053,0.9969382861780219,1.0069292342001512,0.995259318354416,0.9996260051112634,0.996831988925272,0.9888752677262992,0.9979520990984241,0.9940516436459642,1.0244799295305795,0.9976611921237861,1.001777353081701,1.000582361847887,0.9969407806591836,0.9957208713600437,0.9965739000842351,1.0009071455154448,0.9983432810431413,0.994540193735061,0.9960801181645538,0.99472946721442,0.9921968057952696,0.9909964271536325,1.0077305846810023,0.9927425445301996,0.9961857553250557
24,2002-4-17,0.9994221248555312,0.9998357244551528,1.0029181847122492,0.9907394333050927,1.0024236548715462,1.0004717679271813,1.0011627684110322,0.9988529564123437,0.9993276646232945,1.0002081037127244,1.0062667581218432,0.9982551721682156,1.001774047607173,1.000392068536917,1.0041377523340647,0.9893422381299927,1.0013619212764848,1.0024514479758864,1.003566213041546,1.000410640823671,1.0003755814289428,0.9982038507489374,1.0007823816938177,1.0008075090937378,1.0022515685083992,1.0012954739886748,1.0045781242496519,0.9985708218999085,1.0072426611972825,0.9974806958318112,1.0008720660543649,1.005815972923415
25,2002-4-18,0.982670981661273,0.9985075853003997,0.9908182999159421,0.9835623597040274,0.9955160893265342,0.9860293097868801,0.9851951118343384,0.9907612520837192,0.988443881589362,0.9887493257301379,0.9824941905499613,0.9876043375900693,0.9908965478002362,0.9895016844001201,0.9881862460486421,0.9823657217927342,0.9958603365241692,0.9901706107923457,0.9894870037433436,0.9877530001791152,0.9944117137411194,0.9824132877381533,0.9905800578974255,0.9884227045272851,0.9912158921675038,0.991236350025225,0.9912280701754386,0.98907363031904,0.9896436525612472,0.9838357306123481,0.9847150643283527,0.993045126368287
26,2002-4-19,1.0092212844810173,0.9922662388415813,1.0063775888561275,1.0048060087184378,1.007573081338868,1.0041821387044747,1.0051818505683843,0.9996859296482411,1.0066864189622038,1.0027199750604006,0.9992431409649952,1.0004966319325304,1.0013637081377489,1.0039438756162304,1.0023175538382445,1.0059458903404999,1.0037314825180044,1.0100134537766674,1.0040388755088556,1.0021835875815068,1.000994699774922,1.009970164097464,1.0002422310258874,1.0004193876939669,1.0042781838091115,1.000106717453229,1.0057550256002186,1.004423790899394,0.9928547316304714,0.9982158214281128,1.0035016708241165,1.014435791057088
27,2002-4-22,1.0152022764255941,0.993864267650595,0.9991982739309337,0.9958418959031858,0.99482853073299,1.0002614623214119,1.0071785288526598,0.9901111559924003,0.9943523048164499,0.9956396365586552,0.9988638515432683,0.9928520500717501,1.0026090197540065,0.9909932596341904,0.9987543455429181,0.9894567840634844,0.9948102159931596,0.9955566973035717,0.9933557638218156,1.0017340168878166,0.99562621947239,0.9915396798043703,0.9926567089556904,0.9958228530362918,0.9969571721986967,0.9968562751374868,0.9977383340392715,0.994336143308746,0.9905852067125939,0.9949722250797244,0.992420760362828,1.0035396536879366
28,2002-4-23,0.9940770074744565,1.0002780906297362,0.9964424358989487,0.9907077777107344,0.9911672063261305,1.0016803898504452,0.9897312202893173,0.9968647064156416,0.9952801887924484,0.9988368280535215,0.9928593996840442,0.9960639584034034,0.9982913926222478,0.9964340166017281,0.9974077636663025,0.9860268507704868,0.9963526835429792,0.9954890810914132,0.9978630423865542,0.9942424926620004,0.9991840540855577,0.9957544359110171,0.9981112475210123,0.9999924826725602,0.9991097998321337,0.9987813614169143,0.999271101997661,0.9996274340972315,0.9979160878021671,0.9947529627667137,0.9991304265635781,0.9935494121385448
29,2002-4-24,0.9947487777327482,0.989018473984904,0.9888925071790166,0.9942627443815092,0.9809324858882617,0.9888441536654924,0.9997802112557693,0.9904281199554372,0.9936100952457501,0.9883781819318633,0.9907395621181262,0.9921059356063371,0.9940705093776183,0.9907598670508929,0.9926362417862631,0.9859126880142551,0.9898881545882123,0.9831418065915919,0.9841312332023429,0.9839143105862761,0.9937514582361177,0.9912233313109318,0.9912637587914341,0.9949182484495396,0.9926938546917163,0.9909809643937707,0.993154582982646,0.9936723014104804,1.0004422206025667,0.9938678203479232,0.9891492521781906,0.9865273291329516
30,2002-4-25,1.003007870739572,1.006479360215885,1.0016225698872583,1.001592668822895,0.9971681014952424,1.002016946117379,1.0018621492305704,1.005677731356075,1.0002022326484388,1.0066976641204473,0.9994539556098032,1.0026216298258688,0.9997838819130772,0.9997855034662639,1.0019513400024702,1.0036040441840932,1.0021597290108442,1.0042379915435469,1.000663699964095,1.0151792583474382,1.000337503209949,1.0037647887442038,1.002728285077951,1.0016169370376808,1.0023336325169894,1.0025872467867394,1.0042049700970936,1.0037591164826005,0.9965783980681864,1.004196133282788,1.001778882938026,0.9987032249175333
